2, 0.0000, 2, 1.442695
4, 0.0000, 8, 1.442695
8, 0.0000, 24, 1.442695
16, 0.0000, 64, 1.442695
32, 0.0000, 160, 1.442695
64, 0.0000, 384, 1.442695
128, 0.0000, 896, 1.442695
256, 0.0000, 2048, 1.442695
512, 0.0000, 4608, 1.442695
1024, 0.0000, 10240, 1.442695
2048, 0.4500, 22528, 1.442695
4096, 0.2500, 49152, 1.442695
8192, 0.4000, 106496, 1.442695
16384, 1.2500, 229376, 1.442695
32768, 5.2000, 491520, 1.442695
65536, 8.3000, 1048576, 1.442695
